Date,Location,Minimum Temperature,Maximum Temperature,Relative Humidity
2023-08-07,Adilabad,26.188178701846446,30.61593045992628,80.49201267978019
2023-08-08,Adilabad,27.117446677119137,28.559425663147092,82.8286918853678
2023-08-09,Adilabad,25.241510906118247,27.776078273451443,90.26661145592199
2023-08-10,Adilabad,27.082868915393686,29.773799325532973,78.21131615246271
2023-08-11,Adilabad,27.055398883070538,29.002208010537824,83.46196109158538
2023-08-12,Adilabad,24.853346073166296,29.22218526088788,89.29406352998592
2023-08-13,Adilabad,25.789809590728673,28.14228009747623,85.33455693972472
2023-08-14,Adilabad,26.526109029336723,30.793937654975352,77.79753128522378
2023-08-15,Adilabad,27.028932206904408,29.17786445040957,85.32627787852718
2023-08-16,Adilabad,28.513751416266803,29.118981195846036,79.80114491752278
2023-08-17,Adilabad,27.06438933569245,29.04940870747155,85.38339465529774
2023-08-18,Adilabad,28.79943753056111,30.331664200203218,72.43566956896038
2023-08-19,Adilabad,28.882564723888066,30.812048468176187,73.20454425847917
2023-08-20,Adilabad,29.10721398451312,30.632009605329024,72.87770563077704
2023-08-21,Adilabad,27.103912420674842,28.89077300668031,82.5999108321205
2023-08-22,Adilabad,28.414836107363573,31.74596176121162,73.61778899788878
2023-08-23,Adilabad,27.776430592712575,30.997981905151814,72.91677194025023
2023-08-24,Adilabad,26.475627060543367,30.405003349355354,76.16132061726552
2023-08-25,Adilabad,27.050370271612895,30.820782069032774,69.88057509331108
2023-08-26,Adilabad,27.068215614412672,31.260973979065604,71.49068895024527
2023-08-27,Adilabad,25.610783793344886,30.40258679351585,73.51357558717011
2023-08-28,Adilabad,26.087137667205877,28.688796943571884,82.68602123513202
2023-08-29,Adilabad,24.943900739193584,28.67119256576068,87.93712439535616
2023-08-30,Adilabad,26.99071804637192,30.873468889541684,72.74190133663396
2023-08-31,Adilabad,26.8968782572625,30.091289778075932,71.87011969016477
2023-09-01,Adilabad,25.590775236878827,29.136036249131454,73.88166265397552
2023-09-02,Adilabad,25.44160874897564,29.873646482227137,70.51232238876575
2023-09-03,Adilabad,25.665629882621495,30.583691214531957,71.84465709423885
2023-03-04,Nizamabad,0.0,0.0,0.0
2023-03-05,Nizamabad,28.166659668110455,41.05552971414208,30.229871823737383
2023-03-06,Nizamabad,28.333328624475712,40.6666533058278,32.67989585036823
2023-03-07,Nizamabad,25.33333175297617,39.16666143786657,50.06978552283159
2023-03-08,Nizamabad,23.333333372660682,34.166670263153094,62.079760363842176
2023-03-09,Nizamabad,22.055556361320242,36.333332737489876,59.01987392538293
2023-03-10,Nizamabad,24.666666119238684,38.333330870171906,49.58000530174765
2023-03-11,Nizamabad,27.16666538484686,38.05555528246037,56.179959297966235
2023-03-12,Nizamabad,25.833333636699596,37.833334769903644,53.55001385940056
2023-03-13,Nizamabad,27.333333530035826,36.0555609912526,55.530020021970934
2023-03-14,Nizamabad,27.33333457684493,36.83333978711351,50.73009613812317
2023-03-15,Nizamabad,28.33333533179348,36.83334520103471,55.120090022097166
2023-03-16,Nizamabad,41.41666774393639,59.36111125382917,65.40501947247907
2023-03-17,Nizamabad,29.83334435233463,40.44449009546406,43.83040874906946
2023-03-18,Nizamabad,25.313662359989983,39.11995055512134,59.06231005543107
2023-03-19,Nizamabad,28.106806829651475,35.011086896149656,52.933091314059816
2023-03-20,Nizamabad,28.599075345955324,40.41980927385801,46.53835758167769
2023-03-21,Nizamabad,30.77354973697124,40.402890471333734,40.22158772593505
2023-03-22,Nizamabad,30.859990772634273,34.611846439668426,64.86987610219433
2023-03-23,Nizamabad,26.97971044920619,37.216334226404584,50.20205923611582
2023-03-24,Nizamabad,30.425788957479714,35.38079214244017,50.91813155578357
2023-03-25,Nizamabad,29.5052015578742,37.592409274275454,43.68774370286404
2023-03-26,Nizamabad,30.09907323685799,36.35024450103027,52.1973653746972
2023-03-27,Nizamabad,28.294927610832644,38.33734177598045,43.70439063178617
2023-03-28,Nizamabad,30.140512952541336,41.58428399323754,31.91574914130335
2023-03-29,Nizamabad,29.283506917876426,40.60371792158649,38.142514360917495
2023-03-30,Nizamabad,30.417219249501834,39.536573371397125,44.66518576019386
2023-03-31,Nizamabad,29.302826636883932,36.68394821115331,45.64273689670286
2023-04-01,Nizamabad,27.731855368886322,39.638967030326086,33.78257946560905
2023-04-02,Nizamabad,31.401489543454222,36.75854104562337,37.24423866318995
2023-04-03,Nizamabad,27.66272469286523,40.27875434764438,44.91530282738714
2023-04-04,Nizamabad,27.60219195183387,37.868610570425474,48.63483860683086
2023-04-05,Nizamabad,28.666465655424812,38.83608599181459,48.84272734772094
2023-04-06,Nizamabad,27.126981513829445,36.180144893043604,51.449749507772005
2023-04-07,Nizamabad,29.851459700198856,38.57030892616331,50.32096658481602
2023-04-08,Nizamabad,26.060176968535956,40.766715931519016,48.44401396030402
2023-04-09,Nizamabad,27.158954143601783,38.43881772081821,57.00699025006374
2023-04-10,Nizamabad,26.45681156080597,33.70577832176576,64.3287152162272
2023-04-11,Nizamabad,27.52394015544489,33.9339561513006,63.855377848710354
2023-04-12,Nizamabad,24.06427212849508,32.860211093972886,71.42851644553468
2023-04-13,Nizamabad,25.105507590269706,34.43188078459045,69.91263028429643
2023-04-14,Nizamabad,25.508441943266877,32.93444224481654,71.12394023163581
2023-04-15,Nizamabad,27.640654560211946,35.74017106775621,65.02416127634005
2023-04-16,Nizamabad,24.615282982027143,33.684396257741376,73.0479509557901
2023-04-17,Nizamabad,24.69382678926043,31.321305020001187,77.25926301630264
2023-04-18,Nizamabad,25.378860548815513,31.007229284869723,72.98805733347844
2023-04-19,Nizamabad,24.483178548793454,30.67749018913683,75.98169530986657
2023-04-20,Nizamabad,21.84743749587985,33.57107182454293,73.66018279700778
2023-04-21,Nizamabad,25.006658085209253,31.541240649719512,76.77202881069692
2023-04-22,Nizamabad,23.180149480049067,33.0816628150048,76.46144459041382
2023-04-23,Nizamabad,23.512642532352967,32.24138186875463,80.83038402204546
2023-04-24,Nizamabad,23.552895131468247,29.277703375223314,89.54043667001861
2023-04-25,Nizamabad,24.993300057514457,31.870241100972684,72.1036291230866
2023-04-26,Nizamabad,23.795534556624197,31.216440840859224,75.59454602113314
2023-04-27,Nizamabad,23.980482041241004,31.208552424030774,79.19184577385279
2023-04-28,Nizamabad,24.6833003475316,33.93175995184958,65.26426904597004
2023-04-29,Nizamabad,26.12846000228874,31.255534676471708,67.26958504142426
2023-04-30,Nizamabad,27.175298997775695,33.86126764781189,60.0858454971011
2023-05-01,Nizamabad,26.12503525166776,31.879657467358996,68.60142985788643
2023-05-02,Nizamabad,21.909553386421784,31.179794625258157,77.42378434243909
2023-05-03,Nizamabad,25.615982624362218,32.97573855394238,64.59970453789202
2023-05-04,Nizamabad,24.98271267976068,33.162927162555704,73.86504962853675
2023-05-05,Nizamabad,22.81719715459886,29.790742091813367,85.96090040481185
2023-05-06,Nizamabad,23.775771183030674,30.68924435969657,82.33403421368745
2023-05-07,Nizamabad,25.549154970299107,32.47308586154311,71.28128587874177
2023-05-08,Nizamabad,26.039324008370063,32.98182905354491,72.95915419059497
2023-05-09,Nizamabad,24.713287294491852,32.74879992197338,81.18002586040366
2023-05-10,Nizamabad,24.41089287084168,29.89481481890027,83.59467032852376
2023-05-11,Nizamabad,25.904146837492327,29.97435287616001,73.40745341882842
2023-05-12,Nizamabad,27.087165074366585,33.424906486438644,65.16800206710762
2023-05-13,Nizamabad,25.444959998346732,32.28512683372322,74.0927653191682
2023-05-14,Nizamabad,24.043437058476492,34.74255237115396,75.65152514446797
2023-05-15,Nizamabad,27.400982789248015,35.06240681345621,70.00788865752526
2023-05-16,Nizamabad,24.011811836959147,28.692740228021265,90.94463917586152
2023-05-17,Nizamabad,24.559420271641372,28.56006883386737,85.19221345019642
2023-05-18,Nizamabad,25.653452595504618,31.986569055948998,78.74898753587254
2023-05-19,Nizamabad,24.596156033221707,30.698537872777003,86.3637850367601
2023-05-20,Nizamabad,23.538676116460934,29.753785813376528,90.6211216726903
2023-05-21,Nizamabad,24.14819461349542,28.66813633359249,87.62379016215044
2023-05-22,Nizamabad,23.821869850504953,27.96593631341195,86.30924001191846
2023-05-23,Nizamabad,24.768611051632604,27.38278157133417,88.71236148436466
2023-05-24,Nizamabad,25.493389551363336,28.58656703939853,84.14825469520875
2023-05-25,Nizamabad,24.36223251891727,31.4901640652944,83.19571184940519
2023-05-26,Nizamabad,25.262373329119796,32.15850076973698,79.06698263630489
2023-05-27,Nizamabad,25.729941289504534,29.317323773031042,80.56442639560406
2023-05-28,Nizamabad,26.01112075271996,30.209619772096424,80.09170408032486
2023-05-29,Nizamabad,23.682559797073377,29.48709659643483,82.79225736330658
2023-05-30,Nizamabad,23.941992905171674,26.03021820985339,92.51476096853108
2023-05-31,Nizamabad,23.4487150692032,25.916208666383948,92.8207632735423
2023-06-01,Nizamabad,22.156661333594617,27.498957199282252,91.08901731896474
2023-06-02,Nizamabad,22.946473933778076,28.55721379854316,87.6640306541242
2023-06-03,Nizamabad,25.228662042107278,31.47698162273008,73.16216184877625
2023-06-04,Nizamabad,25.440117737993837,30.314125410703298,73.22036325477815
2023-06-05,Nizamabad,25.797661624549594,31.71467578155437,68.1622803360632
2023-06-06,Nizamabad,23.72345446279902,31.892376942353962,74.62775659694104
2023-06-07,Nizamabad,24.51126226551703,30.082605304694198,74.28686667828569
2023-06-08,Nizamabad,24.743531859303147,28.645295162500094,74.07219920266856
2023-06-09,Nizamabad,25.016688258440936,30.407273954075542,71.23683890730109
2023-06-10,Nizamabad,24.590713221437934,28.252480298494078,74.79651796479237
2023-06-11,Nizamabad,24.32092039889293,29.50072715247176,73.9689149982051
2023-06-12,Nizamabad,24.152642146714413,30.634334179740428,72.08011617534486
2023-06-13,Nizamabad,24.905198095589267,30.37356896831121,70.29889973373659
2023-06-14,Nizamabad,25.093437037603483,29.676813109764453,77.56521947209103
2023-06-15,Nizamabad,25.139555453746013,31.25819682214068,69.62596817212967
2023-06-16,Nizamabad,26.10575370300617,30.80413116176326,70.87209169517199
2023-06-17,Nizamabad,26.508301074036577,31.989934027420254,69.8931760896012
2023-06-18,Nizamabad,25.495733048020597,32.61299778184861,77.35401692372271
2023-06-19,Nizamabad,25.969901592769038,32.15995073162375,72.01387075205074
2023-06-20,Nizamabad,25.55885832258979,31.270404799067204,74.13401718188224
2023-06-21,Nizamabad,26.179820162943074,32.16724254073792,72.45043446071234
2023-06-22,Nizamabad,24.47530395087177,30.40768720902503,79.0346109070703
2023-06-23,Nizamabad,25.299047553843522,31.569446290359178,73.09148930136392
2023-06-24,Nizamabad,25.256316116006452,32.79634712725011,68.69501887330146
2023-06-25,Nizamabad,23.244158899300523,27.336829529526945,89.29523340753107
2023-06-26,Nizamabad,24.011279165320502,27.02990177407674,91.76059840336275
2023-06-27,Nizamabad,24.383918585796987,27.36277694292871,87.56946184942547
2023-06-28,Nizamabad,24.43473985211336,25.66618116727328,91.58722557079554
2023-06-29,Nizamabad,24.86703112182277,27.330454393834145,86.85340462588002
2023-06-30,Nizamabad,23.530088428133535,27.145672184195167,88.2180426372007
2023-07-01,Nizamabad,23.325410737155003,29.889646155599014,86.86075850927453
2023-07-02,Nizamabad,24.341232446286657,30.020756424218952,80.04840012448749
2023-07-03,Nizamabad,25.370420990789388,30.77526601896634,78.05568819384882
2023-07-04,Nizamabad,24.670586774588187,29.69956216196711,84.68670414950792
2023-07-05,Nizamabad,24.106229927911322,30.95201801086571,83.33731539997535
2023-07-06,Nizamabad,24.33739740481001,29.46754347639815,83.17791526546226
2023-07-07,Nizamabad,24.713452766712688,29.38812251538335,85.0599689944766
2023-07-08,Nizamabad,25.04008690146105,29.134242086114906,84.05477182846111
2023-07-09,Nizamabad,24.980686636158474,28.8604342874034,85.7252244605358
2023-07-10,Nizamabad,24.659136216593627,26.4220587071305,90.25898308007514
2023-07-11,Nizamabad,24.819343665623496,27.85015448421679,89.02741023410339
2023-07-12,Nizamabad,24.01349439605703,29.417287024118096,86.59738171342859
2023-07-13,Nizamabad,23.422083808855255,30.84320384253609,85.68783390946497
2023-07-14,Nizamabad,23.864899518125434,29.92845989021931,83.96660391903056
2023-07-15,Nizamabad,23.333148590159137,30.55212541052034,86.99319712988105
2023-07-16,Nizamabad,23.59980625355739,28.87990377175472,87.76138382586323
2023-07-17,Nizamabad,23.786812937929035,27.759149175947762,90.06601370375189
2023-07-18,Nizamabad,23.191552897643678,25.31267378401075,93.77190865167489
2023-07-19,Nizamabad,23.472165570996864,28.285872180637995,81.56250895898373
2023-07-20,Nizamabad,23.85194633985779,28.758680566717388,81.06518899609014
2023-07-21,Nizamabad,24.456170072999104,30.358000531589244,73.84064551056449
2023-07-22,Nizamabad,25.456811176607495,29.87534634299169,75.4417663162072
2023-07-23,Nizamabad,25.121689323618202,31.233277169320843,73.81810091290902
2023-07-24,Nizamabad,22.871198284400347,29.844205895492316,87.83814966885896
2023-07-25,Nizamabad,23.706711240317198,30.21796159171357,79.68959399953292
2023-07-26,Nizamabad,25.0620041975873,31.571616288742824,73.87440876981212
2023-07-27,Nizamabad,24.989587215509445,30.12361497618861,74.45029473948038
2023-07-28,Nizamabad,24.45062255472916,30.285345203177606,73.33362011273583
2023-07-29,Nizamabad,24.812476908731142,30.335917538608832,73.66634880072657
2023-07-30,Nizamabad,24.977726957326276,30.8492804482322,74.30045962913938
2023-07-31,Nizamabad,24.69446348564428,30.95169681053218,75.71080561089137
2023-08-01,Nizamabad,24.163921680976255,27.668359343726706,87.09403071385599
2023-08-02,Nizamabad,23.565484512573423,28.11094957566563,86.3702411449982
2023-08-03,Nizamabad,24.27600139674367,28.92035211262931,86.79753175332714
2023-08-04,Nizamabad,24.27302425109844,28.980438210187017,83.87157871830017
2023-08-05,Nizamabad,23.67710743637559,30.07639974308822,84.69000449327261
2023-08-06,Nizamabad,24.272884122764726,31.621185257398114,80.93134521727836
2023-08-07,Nizamabad,25.431134560273463,29.661445293133976,83.3679720319659
2023-08-08,Nizamabad,24.22296141266282,28.37730728200933,90.14961876577047
2023-08-09,Nizamabad,22.790380588650144,27.384464904871816,89.7572299344258
2023-08-10,Nizamabad,23.26958903129074,29.1221557941915,84.51883274740473
2023-08-11,Nizamabad,23.83421693180289,31.555358561371353,78.8355332972362
2023-08-12,Nizamabad,24.400675675664356,29.82247533213699,86.8531943988559
2023-08-13,Nizamabad,24.571508957280077,29.541704947422968,88.60841739341058
2023-08-14,Nizamabad,25.23753919983923,30.21538921030267,83.00547261101637
2023-08-15,Nizamabad,24.902922810744364,31.57449954545023,80.98499460520371
2023-08-16,Nizamabad,25.296129115963204,31.446318867062182,79.51152354354187
2023-08-17,Nizamabad,24.616817938192032,31.657031730993673,82.89505920933392
2023-08-18,Nizamabad,24.30928444838705,32.537418059286594,79.78110202843986
2023-08-19,Nizamabad,25.534328531042938,32.340861220970375,77.78564790615133
2023-08-20,Nizamabad,24.10744179151294,30.87588747865706,83.21249057435973
2023-08-21,Nizamabad,24.021754873045122,31.377830659974748,79.71922475267235
2023-08-22,Nizamabad,23.621722313536097,32.23397833464077,74.99888124995363
2023-08-23,Nizamabad,22.871793105046855,31.792294178649698,72.74606106557495
2023-08-24,Nizamabad,22.656993019820824,31.714074592061714,74.07684866865264
2023-08-25,Nizamabad,23.693344287076133,31.307907725086462,75.06653467549744
2023-08-26,Nizamabad,23.52805521691111,33.23033597110449,63.83698142860302
2023-08-27,Nizamabad,24.185091978180143,28.777568041223063,83.62507179906777
2023-08-28,Nizamabad,24.47125061277344,29.47803962479225,80.99758131922685
2023-08-29,Nizamabad,23.78412215852776,29.622692809300688,84.69606626824935
2023-08-30,Nizamabad,23.961961757142138,31.206430559982326,77.16862535974579
2023-08-31,Nizamabad,24.50741597195561,31.37716275172046,72.64314949031848
2023-09-01,Nizamabad,22.312488744072187,30.718651971674575,70.66950314311568
2023-09-02,Nizamabad,21.007935448086272,31.451193690161578,72.07295745048731
2023-09-03,Nizamabad,21.11353044528608,32.14446948058831,63.92842860080814
2023-03-04,Khammam,0.0,0.0,0.0
2023-03-05,Khammam,30.666648601914385,36.83329508619764,60.559369650108195
2023-03-06,Khammam,27.16666178775253,34.05554413890669,61.309622137245064
2023-03-07,Khammam,29.555550329814267,34.33332764677551,61.269785378239334
