,Date,Location,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
82,2019-03-22,Adilabad,27.83333333333333,27.83333333333333,27.83333333333333,67.2,60.66,84.7,2.2,,140.0,,0.0,0.0,,6.2,0.0,1013.9,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
83,2019-03-22,Adilabad,27.83333333333333,36.05555555555556,31.944444444444446,66.4,48.35,100.3,2.2,,140.0,,0.0,0.0,,6.2,20.0,1010.6,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
84,2019-03-23,Adilabad,28.83333333333334,37.05555555555556,32.94444444444444,62.9,42.03,98.4,3.4,,50.0,,0.0,0.0,,6.2,15.0,1009.6,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
85,2019-03-24,Adilabad,27.333333333333336,37.05555555555556,32.22222222222222,55.8,34.48,96.2,2.2,,50.0,,0.0,0.0,,6.2,0.0,1009.9,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
86,2019-03-25,Adilabad,29.166666666666668,38.333333333333336,33.72222222222223,63.0,40.9,100.9,2.2,,95.0,,0.0,0.0,,6.2,0.0,1008.7,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
87,2019-03-26,Adilabad,29.833333333333336,38.833333333333336,34.333333333333336,59.0,38.0,98.5,2.2,,140.0,,0.0,0.0,,6.2,15.0,1009.7,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
88,2019-03-27,Adilabad,29.66666666666667,39.05555555555556,34.333333333333336,58.0,32.02,101.6,2.2,,140.0,,0.0,0.0,,6.2,15.0,1010.0,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
89,2019-03-28,Adilabad,31.05555555555556,39.333333333333336,35.22222222222223,55.2,29.56,99.3,2.2,,140.0,,0.0,0.0,,6.2,20.0,1010.3,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
90,2019-03-29,Adilabad,31.83333333333333,40.05555555555556,35.94444444444445,51.3,24.87,99.6,2.2,,50.0,,0.0,0.0,,6.2,0.0,1007.6,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
91,2019-03-30,Adilabad,31.33333333333334,41.333333333333336,36.333333333333336,66.5,37.34,115.2,2.2,,230.0,,0.0,0.0,,6.2,15.0,1008.3,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
92,2019-03-31,Adilabad,40.05555555555556,40.05555555555556,40.05555555555556,48.8,15.87,100.9,2.2,,320.0,,0.0,0.0,,6.2,0.0,1002.6,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
93,2019-04-01,Adilabad,32.333333333333336,41.66666666666667,37.0,69.1,38.62,128.5,2.2,,140.0,,0.0,0.0,,6.2,0.0,1006.4,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
94,2019-04-02,Adilabad,32.16666666666667,39.05555555555556,35.61111111111111,65.5,38.07,105.5,2.2,,185.0,,0.0,0.0,,6.2,15.0,1009.1,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
95,2019-04-03,Adilabad,32.333333333333336,38.333333333333336,35.33333333333333,69.8,44.08,108.7,4.7,,230.0,,0.0,0.0,,6.2,20.0,1007.4,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
96,2019-04-04,Adilabad,31.166666666666664,38.16666666666667,34.66666666666667,68.8,45.37,105.4,3.4,,185.0,,0.0,0.0,,6.2,75.0,1008.5,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Partially cloudy
97,2019-04-05,Adilabad,31.166666666666664,31.166666666666664,31.166666666666664,69.2,53.68,92.6,2.2,,140.0,,0.0,0.0,,6.2,90.0,1012.0,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Overcast
98,2019-04-06,Adilabad,33.05555555555556,39.833333333333336,36.44444444444444,58.6,30.7,101.0,2.2,,320.0,,0.0,0.0,,6.2,20.0,1007.2,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
99,2019-04-07,Adilabad,31.33333333333334,40.66666666666667,36.0,54.2,26.36,102.3,2.2,,140.0,,0.0,0.0,,6.2,15.0,1006.6,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
100,2019-04-08,Adilabad,32.83333333333333,40.33333333333333,36.61111111111112,55.6,30.4,99.9,2.2,,95.0,,0.0,0.0,,6.2,0.0,1006.1,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
101,2019-04-09,Adilabad,33.16666666666667,40.833333333333336,37.0,54.9,28.52,100.9,3.4,,275.0,,0.0,0.0,,6.2,15.0,1005.6,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
102,2019-04-10,Adilabad,32.83333333333333,41.05555555555556,36.94444444444444,62.3,33.33,105.8,3.4,,230.0,,0.0,0.0,,6.2,5.0,1007.1,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
103,2019-04-11,Adilabad,32.83333333333333,41.833333333333336,37.333333333333336,66.8,37.08,112.1,3.4,,185.0,,0.0,0.0,,6.2,0.0,1006.3,,19.6772,78.5331,"Adilabad, TS, India","Adilabad, TS, India",,Clear
